Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
Working Girl,Melanie Griffith,ACTRESS IN A LEADING ROLE,1988,1989,0.83,0.67,False
Gorillas in the Mist,Sigourney Weaver,ACTRESS IN A LEADING ROLE,1988,1989,0.84,0.75,False
Working Girl,Joan Cusack,ACTRESS IN A SUPPORTING ROLE,1988,1989,0.83,0.67,False
The Accidental Tourist,Geena Davis,ACTRESS IN A SUPPORTING ROLE,1988,1989,0.82,0.6,True
Mississippi Burning,Frances McDormand,ACTRESS IN A SUPPORTING ROLE,1988,1989,0.79,0.9,False
Working Girl,Sigourney Weaver,ACTRESS IN A SUPPORTING ROLE,1988,1989,0.83,0.67,False
Beaches,Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis,ART DIRECTION,1988,1989,0.42,0.88,False
Rain Man,Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna,ART DIRECTION,1988,1989,0.88,0.9,False
Rain Man,Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna,ART DIRECTION,1988,1989,0.88,0.9,False
Who Framed Roger Rabbit,Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt,ART DIRECTION,1988,1989,0.96,0.85,False
Who Framed Roger Rabbit,Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt,ART DIRECTION,1988,1989,0.96,0.85,False
Mississippi Burning,Peter Biziou,CINEMATOGRAPHY,1988,1989,0.79,0.9,True
Rain Man,John Seale,CINEMATOGRAPHY,1988,1989,0.88,0.9,False
Rain Man,John Seale,CINEMATOGRAPHY,1988,1989,0.88,0.9,False
Tequila Sunrise,Conrad L. Hall,CINEMATOGRAPHY,1988,1989,0.53,0.4,False
The Unbearable Lightness of Being,Sven Nykvist,CINEMATOGRAPHY,1988,1989,0.87,0.84,False
The Unbearable Lightness of Being,Sven Nykvist,CINEMATOGRAPHY,1988,1989,0.87,0.84,False
Who Framed Roger Rabbit,Dean Cundey,CINEMATOGRAPHY,1988,1989,0.96,0.85,False
Who Framed Roger Rabbit,Dean Cundey,CINEMATOGRAPHY,1988,1989,0.96,0.85,False
Coming to America,Deborah Nadoolman,COSTUME DESIGN,1988,1989,0.73,0.85,False
Coming to America,Deborah Nadoolman,COSTUME DESIGN,1988,1989,0.73,0.85,False
Sunset,Patricia Norris,COSTUME DESIGN,1988,1989,0.21,0.29,False
A Fish Called Wanda,Charles Crichton,DIRECTING,1988,1989,0.96,0.84,False
The Last Temptation of Christ,Martin Scorsese,DIRECTING,1988,1989,0.82,0.84,False
Mississippi Burning,Alan Parker,DIRECTING,1988,1989,0.79,0.9,False
Rain Man,Barry Levinson,DIRECTING,1988,1989,0.88,0.9,True
Rain Man,Barry Levinson,DIRECTING,1988,1989,0.88,0.9,True
Working Girl,Mike Nichols,DIRECTING,1988,1989,0.83,0.67,False
Die Hard,"Frank J. Urioste, John F. Link",FILM EDITING,1988,1989,0.94,0.94,False
Die Hard,"Frank J. Urioste, John F. Link",FILM EDITING,1988,1989,0.94,0.94,False
Gorillas in the Mist,Stuart Baird,FILM EDITING,1988,1989,0.84,0.75,False
Mississippi Burning,Gerry Hambling,FILM EDITING,1988,1989,0.79,0.9,False
Rain Man,Stu Linder,FILM EDITING,1988,1989,0.88,0.9,False
Rain Man,Stu Linder,FILM EDITING,1988,1989,0.88,0.9,False
Who Framed Roger Rabbit,Arthur Schmidt,FILM EDITING,1988,1989,0.96,0.85,True
Who Framed Roger Rabbit,Arthur Schmidt,FILM EDITING,1988,1989,0.96,0.85,True
Beetlejuice,"Ve Neill, Steve La Porte, Robert Short",MAKEUP,1988,1989,0.86,0.82,True
Beetlejuice,"Ve Neill, Steve La Porte, Robert Short",MAKEUP,1988,1989,0.86,0.82,True
Coming to America,Rick Baker,MAKEUP,1988,1989,0.73,0.85,False
Coming to America,Rick Baker,MAKEUP,1988,1989,0.73,0.85,False
Scrooged,"Tom Burman, Bari Dreiband-Burman",MAKEUP,1988,1989,0.71,0.71,False
The Accidental Tourist,John Williams,MUSIC (Original Score),1988,1989,0.82,0.6,False
Gorillas in the Mist,Maurice Jarre,MUSIC (Original Score),1988,1989,0.84,0.75,False
The Milagro Beanfield War,Dave Grusin,MUSIC (Original Score),1988,1989,0.61,0.74,True
Rain Man,Hans Zimmer,MUSIC (Original Score),1988,1989,0.88,0.9,False
Rain Man,Hans Zimmer,MUSIC (Original Score),1988,1989,0.88,0.9,False
Working Girl,Music and Lyric by Carly Simon,MUSIC (Original Song),1988,1989,0.83,0.67,True
The Accidental Tourist,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",BEST PICTURE,1988,1989,0.82,0.6,False
Mississippi Burning,"Frederick Zollo and Robert F. Colesberry, Producers",BEST PICTURE,1988,1989,0.79,0.9,False
Rain Man,"Mark Johnson, Producer",BEST PICTURE,1988,1989,0.88,0.9,True
Rain Man,"Mark Johnson, Producer",BEST PICTURE,1988,1989,0.88,0.9,True
Working Girl,"Douglas Wick, Producer",BEST PICTURE,1988,1989,0.83,0.67,False
Bird,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",SOUND,1988,1989,0.77,0.79,True
Die Hard,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",SOUND,1988,1989,0.94,0.94,False
Die Hard,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",SOUND,1988,1989,0.94,0.94,False
Gorillas in the Mist,"Andy Nelson, Brian Saunders, Peter Handford",SOUND,1988,1989,0.84,0.75,False
Mississippi Burning,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",SOUND,1988,1989,0.79,0.9,False
Who Framed Roger Rabbit,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",SOUND,1988,1989,0.96,0.85,False
Who Framed Roger Rabbit,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",SOUND,1988,1989,0.96,0.85,False
Die Hard,"Stephen H. Flick, Richard Shorr",SOUND EFFECTS EDITING,1988,1989,0.94,0.94,False
Die Hard,"Stephen H. Flick, Richard Shorr",SOUND EFFECTS EDITING,1988,1989,0.94,0.94,False
Who Framed Roger Rabbit,"Charles L. Campbell, Louis L. Edemann",SOUND EFFECTS EDITING,1988,1989,0.96,0.85,True
Who Framed Roger Rabbit,"Charles L. Campbell, Louis L. Edemann",SOUND EFFECTS EDITING,1988,1989,0.96,0.85,True
Willow,"Ben Burtt, Richard Hymns",SOUND EFFECTS EDITING,1988,1989,0.53,0.8,False
Die Hard,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",VISUAL EFFECTS,1988,1989,0.94,0.94,False
Die Hard,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",VISUAL EFFECTS,1988,1989,0.94,0.94,False
Who Framed Roger Rabbit,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",VISUAL EFFECTS,1988,1989,0.96,0.85,True
Who Framed Roger Rabbit,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",VISUAL EFFECTS,1988,1989,0.96,0.85,True
Willow,"Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans",VISUAL EFFECTS,1988,1989,0.53,0.8,False
The Accidental Tourist,"Frank Galati, Lawrence Kasdan",WRITING (Screenplay Based on Material from Another Medium),1988,1989,0.82,0.6,False
Gorillas in the Mist,"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy",WRITING (Screenplay Based on Material from Another Medium),1988,1989,0.84,0.75,False
The Unbearable Lightness of Being,"Jean-Claude Carrière, Philip Kaufman",WRITING (Screenplay Based on Material from Another Medium),1988,1989,0.87,0.84,False
The Unbearable Lightness of Being,"Jean-Claude Carrière, Philip Kaufman",WRITING (Screenplay Based on Material from Another Medium),1988,1989,0.87,0.84,False
Big,"Gary Ross, Anne Spielberg",WRITING (Screenplay Written Directly for the Screen),1988,1989,0.98,0.82,False
Big,"Gary Ross, Anne Spielberg",WRITING (Screenplay Written Directly for the Screen),1988,1989,0.98,0.82,False
Bull Durham,Ron Shelton,WRITING (Screenplay Written Directly for the Screen),1988,1989,0.97,0.82,False
A Fish Called Wanda,"Screenplay by John Cleese;  Story by John Cleese, Charles Crichton",WRITING (Screenplay Written Directly for the Screen),1988,1989,0.96,0.84,False
Rain Man,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",WRITING (Screenplay Written Directly for the Screen),1988,1989,0.88,0.9,True
Rain Man,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",WRITING (Screenplay Written Directly for the Screen),1988,1989,0.88,0.9,True
Running on Empty,Naomi Foner,WRITING (Screenplay Written Directly for the Screen),1988,1989,0.81,0.69,False
Born on the Fourth of July,Tom Cruise,ACTOR IN A LEADING ROLE,1989,1990,0.84,0.76,False
My Left Foot,Daniel Day Lewis,ACTOR IN A LEADING ROLE,1989,1990,0.98,0.92,True
Driving Miss Daisy,Morgan Freeman,ACTOR IN A LEADING ROLE,1989,1990,0.85,0.81,False
Driving Miss Daisy,Morgan Freeman,ACTOR IN A LEADING ROLE,1989,1990,0.85,0.81,False
Dead Poets Society,Robin Williams,ACTOR IN A LEADING ROLE,1989,1990,0.84,0.92,False
Dead Poets Society,Robin Williams,ACTOR IN A LEADING ROLE,1989,1990,0.84,0.92,False
Do the Right Thing,Danny Aiello,ACTOR IN A SUPPORTING ROLE,1989,1990,0.92,0.89,False
Driving Miss Daisy,Dan Aykroyd,ACTOR IN A SUPPORTING ROLE,1989,1990,0.85,0.81,False
Driving Miss Daisy,Dan Aykroyd,ACTOR IN A SUPPORTING ROLE,1989,1990,0.85,0.81,False
Crimes and Misdemeanors,Martin Landau,ACTOR IN A SUPPORTING ROLE,1989,1990,0.92,0.91,False
Camille Claudel,Isabelle Adjani,ACTRESS IN A LEADING ROLE,1989,1990,0.92,0.88,False
Shirley Valentine,Pauline Collins,ACTRESS IN A LEADING ROLE,1989,1990,0.72,0.86,False
The Fabulous Baker Boys,Michelle Pfeiffer,ACTRESS IN A LEADING ROLE,1989,1990,0.97,0.7,False
Driving Miss Daisy,Jessica Tandy,ACTRESS IN A LEADING ROLE,1989,1990,0.85,0.81,True
Driving Miss Daisy,Jessica Tandy,ACTRESS IN A LEADING ROLE,1989,1990,0.85,0.81,True
My Left Foot,Brenda Fricker,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.98,0.92,True
Steel Magnolias,Julia Roberts,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.73,0.89,False
Parenthood,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.92,0.76,False
Parenthood,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.92,0.76,False
The Abyss,Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian,ART DIRECTION,1989,1990,0.8,0.25,False
The Abyss,Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian,ART DIRECTION,1989,1990,0.89,0.83,False
The Adventures of Baron Munchausen,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1989,1990,0.9,0.82,False
Driving Miss Daisy,Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis,ART DIRECTION,1989,1990,0.85,0.81,False
Driving Miss Daisy,Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis,ART DIRECTION,1989,1990,0.85,0.81,False
The Abyss,Mikael Salomon,CINEMATOGRAPHY,1989,1990,0.8,0.25,False
The Abyss,Mikael Salomon,CINEMATOGRAPHY,1989,1990,0.89,0.83,False
Blaze,Haskell Wexler,CINEMATOGRAPHY,1989,1990,0.75,0.49,False
Born on the Fourth of July,Robert Richardson,CINEMATOGRAPHY,1989,1990,0.84,0.76,False
The Fabulous Baker Boys,Michael Ballhaus,CINEMATOGRAPHY,1989,1990,0.97,0.7,False
The Adventures of Baron Munchausen,Gabriella Pescucci,COSTUME DESIGN,1989,1990,0.9,0.82,False
Driving Miss Daisy,Elizabeth McBride,COSTUME DESIGN,1989,1990,0.85,0.81,False
Driving Miss Daisy,Elizabeth McBride,COSTUME DESIGN,1989,1990,0.85,0.81,False
Harlem Nights,Joe I. Tompkins,COSTUME DESIGN,1989,1990,0.26,0.8,False
Valmont,Theodor Pistek,COSTUME DESIGN,1989,1990,0.48,0.69,False
Born on the Fourth of July,Oliver Stone,DIRECTING,1989,1990,0.84,0.76,True
Crimes and Misdemeanors,Woody Allen,DIRECTING,1989,1990,0.92,0.91,False
Dead Poets Society,Peter Weir,DIRECTING,1989,1990,0.84,0.92,False
Dead Poets Society,Peter Weir,DIRECTING,1989,1990,0.84,0.92,False
My Left Foot,Jim Sheridan,DIRECTING,1989,1990,0.98,0.92,False
Born on the Fourth of July,"David Brenner, Joe Hutshing",FILM EDITING,1989,1990,0.84,0.76,True
Driving Miss Daisy,Mark Warner,FILM EDITING,1989,1990,0.85,0.81,False
Driving Miss Daisy,Mark Warner,FILM EDITING,1989,1990,0.85,0.81,False
The Fabulous Baker Boys,William Steinkamp,FILM EDITING,1989,1990,0.97,0.7,False
Camille Claudel,France,FOREIGN LANGUAGE FILM,1989,1990,0.92,0.88,False
Cinema Paradiso,Italy,FOREIGN LANGUAGE FILM,1989,1990,0.91,0.96,True
Jesus of Montreal,Canada,FOREIGN LANGUAGE FILM,1989,1990,0.69,0.87,False
The Adventures of Baron Munchausen,"Maggie Weston, Fabrizio Sforza",MAKEUP,1989,1990,0.9,0.82,False
Dad,"Dick Smith, Ken Diaz, Greg Nelson",MAKEUP,1989,1990,0.58,0.61,False
Driving Miss Daisy,"Manlio Rocchetti, Lynn Barber, Kevin Haney",MAKEUP,1989,1990,0.85,0.81,True
Driving Miss Daisy,"Manlio Rocchetti, Lynn Barber, Kevin Haney",MAKEUP,1989,1990,0.85,0.81,True
Born on the Fourth of July,John Williams,MUSIC (Original Score),1989,1990,0.84,0.76,False
The Fabulous Baker Boys,David Grusin,MUSIC (Original Score),1989,1990,0.97,0.7,False
Field of Dreams,James Horner,MUSIC (Original Score),1989,1990,0.88,0.86,False
Indiana Jones and the Last Crusade,John Williams,MUSIC (Original Score),1989,1990,0.84,0.94,False
Indiana Jones and the Last Crusade,John Williams,MUSIC (Original Score),1989,1990,0.84,0.94,False
Chances Are,Music by Tom Snow; Lyric by Dean Pitchford,MUSIC (Original Song),1989,1990,0.67,0.65,False
Shirley Valentine,Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman,MUSIC (Original Song),1989,1990,0.72,0.86,False
Parenthood,Music and Lyric by Randy Newman,MUSIC (Original Song),1989,1990,0.92,0.76,False
Parenthood,Music and Lyric by Randy Newman,MUSIC (Original Song),1989,1990,0.92,0.76,False
Born on the Fourth of July,"A. Kitman Ho and Oliver Stone, Producers",BEST PICTURE,1989,1990,0.84,0.76,False
Dead Poets Society,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",BEST PICTURE,1989,1990,0.84,0.92,False
Dead Poets Society,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",BEST PICTURE,1989,1990,0.84,0.92,False
Driving Miss Daisy,"Richard D. Zanuck and Lili Fini Zanuck, Producers",BEST PICTURE,1989,1990,0.85,0.81,True
Driving Miss Daisy,"Richard D. Zanuck and Lili Fini Zanuck, Producers",BEST PICTURE,1989,1990,0.85,0.81,True
Field of Dreams,"Lawrence Gordon and Charles Gordon, Producers",BEST PICTURE,1989,1990,0.88,0.86,False
My Left Foot,"Noel Pearson, Producer",BEST PICTURE,1989,1990,0.98,0.92,False
The Abyss,"Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff",SOUND,1989,1990,0.8,0.25,False
The Abyss,"Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff",SOUND,1989,1990,0.89,0.83,False
Black Rain,"Donald O. Mitchell, Kevin O'Connell, Greg P. Russell, Keith A. Wester",SOUND,1989,1990,0.54,0.55,False
Born on the Fourth of July,"Michael Minkler, Gregory H. Watkins, Wylie Stateman, Tod A. Maitland",SOUND,1989,1990,0.84,0.76,False
Indiana Jones and the Last Crusade,"Ben Burtt, Gary Summers, Shawn Murphy, Tony Dawe",SOUND,1989,1990,0.84,0.94,False
Indiana Jones and the Last Crusade,"Ben Burtt, Gary Summers, Shawn Murphy, Tony Dawe",SOUND,1989,1990,0.84,0.94,False
Black Rain,"Milton C. Burrow, William L. Manger",SOUND EFFECTS EDITING,1989,1990,0.54,0.55,False
Indiana Jones and the Last Crusade,"Ben Burtt, Richard Hymns",SOUND EFFECTS EDITING,1989,1990,0.84,0.94,True
Indiana Jones and the Last Crusade,"Ben Burtt, Richard Hymns",SOUND EFFECTS EDITING,1989,1990,0.84,0.94,True
Lethal Weapon 2,"Robert Henderson, Alan Robert Murray",SOUND EFFECTS EDITING,1989,1990,0.82,0.78,False
Lethal Weapon 2,"Robert Henderson, Alan Robert Murray",SOUND EFFECTS EDITING,1989,1990,0.82,0.78,False
The Abyss,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",VISUAL EFFECTS,1989,1990,0.8,0.25,True
The Abyss,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",VISUAL EFFECTS,1989,1990,0.89,0.83,True
The Adventures of Baron Munchausen,"Richard Conway, Kent Houston",VISUAL EFFECTS,1989,1990,0.9,0.82,False
Born on the Fourth of July,"Oliver Stone, Ron Kovic",WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.84,0.76,False
Driving Miss Daisy,Alfred Uhry,WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.85,0.81,True
Driving Miss Daisy,Alfred Uhry,WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.85,0.81,True
Field of Dreams,Phil Alden Robinson,WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.88,0.86,False
My Left Foot,"Jim Sheridan, Shane Connaughton",WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.98,0.92,False
Crimes and Misdemeanors,Woody Allen,WRITING (Screenplay Written Directly for the Screen),1989,1990,0.92,0.91,False
Dead Poets Society,Tom Schulman,WRITING (Screenplay Written Directly for the Screen),1989,1990,0.84,0.92,True
Dead Poets Society,Tom Schulman,WRITING (Screenplay Written Directly for the Screen),1989,1990,0.84,0.92,True
Do the Right Thing,Spike Lee,WRITING (Screenplay Written Directly for the Screen),1989,1990,0.92,0.89,False
When Harry Met Sally...,Nora Ephron,WRITING (Screenplay Written Directly for the Screen),1989,1990,0.89,0.89,False
Dances With Wolves,Kevin Costner,ACTOR IN A LEADING ROLE,1990,1991,0.87,0.87,False
Dances With Wolves,Kevin Costner,ACTOR IN A LEADING ROLE,1990,1991,0.87,0.87,False
Reversal of Fortune,Jeremy Irons,ACTOR IN A LEADING ROLE,1990,1991,0.92,0.78,True
Longtime Companion,Bruce Davison,ACTOR IN A SUPPORTING ROLE,1990,1991,0.91,0.83,False
"The Godfather, Part III",Andy Garcia,ACTOR IN A SUPPORTING ROLE,1990,1991,0.66,0.67,False
Dances With Wolves,Graham Greene,ACTOR IN A SUPPORTING ROLE,1990,1991,0.87,0.87,False
Dances With Wolves,Graham Greene,ACTOR IN A SUPPORTING ROLE,1990,1991,0.87,0.87,False
Misery,Kathy Bates,ACTRESS IN A LEADING ROLE,1990,1991,0.91,0.9,True
The Grifters,Anjelica Huston,ACTRESS IN A LEADING ROLE,1990,1991,0.91,0.7,False
The Grifters,Anjelica Huston,ACTRESS IN A LEADING ROLE,1990,1991,0.91,0.7,False
Pretty Woman,Julia Roberts,ACTRESS IN A LEADING ROLE,1990,1991,0.65,0.68,False
Pretty Woman,Julia Roberts,ACTRESS IN A LEADING ROLE,1990,1991,0.65,0.68,False
Mr. & Mrs. Bridge,Joanne Woodward,ACTRESS IN A LEADING ROLE,1990,1991,0.82,0.44,False
The Grifters,Annette Bening,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.91,0.7,False
The Grifters,Annette Bening,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.91,0.7,False
Wild at Heart,Diane Ladd,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.65,0.81,False
Dances With Wolves,Mary McDonnell,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.87,0.87,False
Dances With Wolves,Mary McDonnell,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.87,0.87,False
Dances With Wolves,Art Direction:  Jeffrey Beecroft;  Set Decoration:  Lisa Dean,ART DIRECTION,1990,1991,0.87,0.87,False
Dances With Wolves,Art Direction:  Jeffrey Beecroft;  Set Decoration:  Lisa Dean,ART DIRECTION,1990,1991,0.87,0.87,False
"The Godfather, Part III",Art Direction:  Dean Tavoularis;  Set Decoration:  Gary Fettis,ART DIRECTION,1990,1991,0.66,0.67,False
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1,0.91,False
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1,0.91,False
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1,0.91,False
Avalon,Allen Daviau,CINEMATOGRAPHY,1990,1991,0.83,0.73,False
Dances With Wolves,Dean Semler,CINEMATOGRAPHY,1990,1991,0.87,0.87,True
Dances With Wolves,Dean Semler,CINEMATOGRAPHY,1990,1991,0.87,0.87,True
"The Godfather, Part III",Gordon Willis,CINEMATOGRAPHY,1990,1991,0.66,0.67,False
Henry & June,Philippe Rousselot,CINEMATOGRAPHY,1990,1991,0.6,0.68,False
Avalon,Gloria Gresham,COSTUME DESIGN,1990,1991,0.83,0.73,False
Dances With Wolves,Elsa Zamparelli,COSTUME DESIGN,1990,1991,0.87,0.87,False
Dances With Wolves,Elsa Zamparelli,COSTUME DESIGN,1990,1991,0.87,0.87,False
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1,0.91,False
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1,0.91,False
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1,0.91,False
Dances With Wolves,Kevin Costner,DIRECTING,1990,1991,0.87,0.87,True
Dances With Wolves,Kevin Costner,DIRECTING,1990,1991,0.87,0.87,True
"The Godfather, Part III",Francis Ford Coppola,DIRECTING,1990,1991,0.66,0.67,False
The Grifters,Stephen Frears,DIRECTING,1990,1991,0.91,0.7,False
The Grifters,Stephen Frears,DIRECTING,1990,1991,0.91,0.7,False
Reversal of Fortune,Barbet Schroeder,DIRECTING,1990,1991,0.92,0.78,False
Dances With Wolves,Neil Travis,FILM EDITING,1990,1991,0.87,0.87,True
Dances With Wolves,Neil Travis,FILM EDITING,1990,1991,0.87,0.87,True
"The Godfather, Part III","Barry Malkin, Lisa Fruchtman, Walter Murch",FILM EDITING,1990,1991,0.66,0.67,False
The Hunt for Red October,"Dennis Virkler, John Wright",FILM EDITING,1990,1991,0.88,0.88,False
The Hunt for Red October,"Dennis Virkler, John Wright",FILM EDITING,1990,1991,0.88,0.88,False
Edward Scissorhands,"Ve Neill, Stan Winston",MAKEUP,1990,1991,0.9,0.91,False
Avalon,Randy Newman,MUSIC (Original Score),1990,1991,0.83,0.73,False
Dances With Wolves,John Barry,MUSIC (Original Score),1990,1991,0.87,0.87,True
Dances With Wolves,John Barry,MUSIC (Original Score),1990,1991,0.87,0.87,True
Havana,David Grusin,MUSIC (Original Score),1990,1991,0.27,0.57,False
Home Alone,John Williams,MUSIC (Original Score),1990,1991,0.66,0.8,False
Home Alone,John Williams,MUSIC (Original Score),1990,1991,0.66,0.8,False
"The Godfather, Part III",Music by Carmine Coppola; Lyric by John Bettis,MUSIC (Original Song),1990,1991,0.66,0.67,False
Home Alone,Music by John Williams; Lyric by Leslie Bricusse,MUSIC (Original Song),1990,1991,0.66,0.8,False
Home Alone,Music by John Williams; Lyric by Leslie Bricusse,MUSIC (Original Song),1990,1991,0.66,0.8,False
Dances With Wolves,"Jim Wilson and Kevin Costner, Producers",BEST PICTURE,1990,1991,0.87,0.87,True
Dances With Wolves,"Jim Wilson and Kevin Costner, Producers",BEST PICTURE,1990,1991,0.87,0.87,True
"The Godfather, Part III","Francis Ford Coppola, Producer",BEST PICTURE,1990,1991,0.66,0.67,False
Dances With Wolves,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",SOUND,1990,1991,0.87,0.87,True
