ID,Year,Category,Nominee,Staff,Company,Producer,Win
6589,2008,"Outstanding Art Direction For A Miniseries, Or Movie",Recount,"Patti Podesta, Production Designer; Christopher Tandon, Art Director; Radha Mehta, Set Decorator",HBO,"Spring Creek/Mirage Productions in association with Trigger Street Productions, Everyman Pictures and HBO Films",FALSE
6590,2008,"Outstanding Art Direction For A Miniseries, Or Movie",Cranford (MASTERPIECE),"Donal Woods, Production Designer; Trisha Edwards, Set Decorator",PBS,A BBC and WGBH/Boston co-production,FALSE
6591,2008,"Outstanding Art Direction For A Miniseries, Or Movie",Tin Man,"Michael Joy, Production Designer; Paulo Venturi, Art Director; Mark Lane, Set Decorator",Sci Fi Channel,RHI Entertainment,FALSE
6592,2008,"Outstanding Art Direction For A Miniseries, Or Movie",The Andromeda Strain,"Jerry Wanek, Production Designer; Dan Hermansen, Art Director; Merlin Dervisevic, Set Decorator",A&E,"Scott Free/Traveler's Rest Productions in association with Universal Pictures, A&E Network",FALSE
6593,2008,"Outstanding Art Direction For A Miniseries, Or Movie",John Adams,"Gemma Jackson, Production Designer; David Crank, Supervising Art Director (USA); Christina Moore, Supervising Art Director (Hungary); Kathy Lucas, Set Decorator (USA); Sarah Whittle, Set Decorator (Hungary)",HBO,Playtone in association with HBO Films,TRUE
6594,2008,Outstanding Art Direction For A Multi-Camera Series,The New Adventures Of Old Christine,"Cabot McMullen, Production Designer; Amy Feldman, Set Decorator",CBS,Kari's Logo Here in association with Warner Bros. Television,FALSE
6595,2008,Outstanding Art Direction For A Multi-Camera Series,How I Met Your Mother,"Stephan G. Olson, ; Susan Eschelbach, Set Decorator",CBS,Twentieth Century Fox Television,TRUE
6596,2008,Outstanding Art Direction For A Single-Camera Series,Ugly Betty,"Mark Worthington, Production Designer; Jim Wallis, Art Director; Archie D'Amico, Set Decorator",ABC,ABC Studios,FALSE
6597,2008,Outstanding Art Direction For A Single-Camera Series,Mad Men,"Bob Shaw, Production Designer; Henry Dunn, Art Director; Rena DeAngelo, Set Decorator",AMC,Lionsgate Television,TRUE
6598,2008,Outstanding Art Direction For A Single-Camera Series,Mad Men,"Dan Bishop, Production Designer; Christopher L. Brown, ; Amy Wells, Set Decorator",AMC,Lionsgate Television,FALSE
6599,2008,Outstanding Art Direction For A Single-Camera Series,Dexter,"Tony Cowley, Production Designer; Linda Spheeris, Set Decorator",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",FALSE
6600,2008,Outstanding Art Direction For A Single-Camera Series,Heroes,"Ruth Ammon, Production Designer; Matthew Jacobs, Art Director; Ron V. Franco, Set Decorator",NBC,Universal Media Studios in association with Tailwind Productions,FALSE
6601,2008,Outstanding Art Direction For A Single-Camera Series,Pushing Daisies,"Michael Wylie, Production Designer; William Durrell, Jr.; Halina Siwolop, Set Decorator",ABC,"Living Dead Guy Productions, The Jinks/Cohen Company in association with Warner Bros. Television",FALSE
6602,2008,"Outstanding Art Direction For A Variety, Music Or Nonfiction Programming",2007 MTV Video Music Awards,"Scott M. Storey, Production Designer; Joe Celli, Art Director; James Connelly, ",MTV,Den of Thieves in association with MTV,FALSE
6603,2008,"Outstanding Art Direction For A Variety, Music Or Nonfiction Programming",80th Annual Academy Awards,"Roy Christopher, Production Designer; Joe Celli, Art Director",ABC,Academy of Motion Picture Arts and Sciences,TRUE
6604,2008,"Outstanding Art Direction For A Variety, Music Or Nonfiction Programming",Hell's Kitchen,"John Janavs, Production Designer; Robert Frye, Art Director; Stephen Paul Fackrell, Set Decorator",FOX,ITV Studios America in association with A. Smith & Co.,FALSE
6605,2008,"Outstanding Art Direction For A Variety, Music Or Nonfiction Programming",MADtv,"Nicole Elespuru, Production Designer; James Yarnell, Production Designer; Daryn Reid Goodall, S.D.S.A.",FOX,Girl Group Co.,FALSE
6606,2008,"Outstanding Art Direction For A Variety, Music Or Nonfiction Programming",50th Annual Grammy Awards,"Steve Bass, Production Designer; Brian Stonestreet, Production Designer; Alana Billingsley, Art Director",CBS,John Cossette Productions / Ken Ehrlich Productions,FALSE
6607,2008,Outstanding Casting For A Comedy Series,Ugly Betty,"Jeff Greenberg, ; Mark Scott, C.S.A.",ABC,ABC Studios,FALSE
6608,2008,Outstanding Casting For A Comedy Series,30 Rock,"Jennifer McNamara-Shroff, Casting by",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",TRUE
